state_label,feature,minimum,maximum,range
CHECKPOINT_025UM,tip_radius_m,6.4977339157018235e-06,6.499202233654434e-06,1.4683179526105836e-09
CHECKPOINT_025UM,front_width_m,1.6535957818135407e-07,1.6538165253342945e-07,2.2074352075387728e-11
CHECKPOINT_025UM,backstress_Pa,7264768264.9726,7265738326.246696,970061.274096489
CHECKPOINT_025UM,shielding_MPa_sqrt_m,-3.03079278166863,-3.029985737642457,0.0008070440261733758
CHECKPOINT_025UM,multiplicity,1407.5964352176798,1407.7265935077103,0.13015829003052204
CHECKPOINT_025UM,peierls_velocity_max_m_s,75760.53219872974,195337.04878910686,119576.51659037713
CHECKPOINT_025UM,peierls_velocity_mean_m_s,72052.67301632548,185776.87617025367,113724.20315392819
CHECKPOINT_025UM,encounter_rate_max_s,1551797938173.121,4001075768114.0044,2449277829940.8833
CHECKPOINT_025UM,encounter_rate_mean_s,1551797938173.121,4001075768114.003,2449277829940.882
CHECKPOINT_025UM,taylor_completion_rate_max_s,1.0,1.0,0.0
CHECKPOINT_025UM,taylor_completion_rate_mean_s,1.0,1.0,0.0
CHECKPOINT_050UM,mobile_total,0.07479046723897265,111339.33761794675,111339.2628274795
CHECKPOINT_050UM,retained_total,691174.4283461132,802595.1072605981,111420.67891448492
CHECKPOINT_050UM,retained_fraction,0.8612617722710404,0.9999999068063806,0.13873813453534023
CHECKPOINT_050UM,mobile_centroid_tip_relative_m,2.662733138967034e-05,4.678230893322584e-05,2.0154977543555496e-05
CHECKPOINT_050UM,mobile_width_m,5.437220696637913e-06,1.446910339084513e-05,9.031882694207217e-06
CHECKPOINT_050UM,retained_centroid_tip_relative_m,2.1392646507873245e-05,2.4911127645806877e-05,3.518481137933632e-06
CHECKPOINT_050UM,retained_width_m,1.3352006365591472e-05,1.531305816280163e-05,1.9610517972101575e-06
CHECKPOINT_050UM,near_tip_mobile,4.947196430316136e-09,1.275350314285e-08,7.806306712533865e-09
CHECKPOINT_050UM,near_tip_retained,19791.10420011159,19796.42262247432,5.318422362732235
CHECKPOINT_050UM,wake_mobile,0.07479046229177622,111339.33761794001,111339.26282747771
CHECKPOINT_050UM,wake_retained,671380.518012547,782798.684635049,111418.16662250191
CHECKPOINT_050UM,wake_retained_centroid_laboratory_m,0.0005721250135610102,0.0005756466655846221,3.5216520236118964e-06
CHECKPOINT_050UM,wake_retained_width_m,1.306992654416335e-05,1.5017002746786172e-05,1.947076202622822e-06
CHECKPOINT_050UM,tip_radius_m,6.132460795801292e-06,6.133834335965312e-06,1.3735401640201434e-09
CHECKPOINT_050UM,front_width_m,1.7114099418211816e-07,1.7116388616847183e-07,2.2891986353668833e-11
CHECKPOINT_050UM,backstress_Pa,7020183313.12752,7021122614.866245,939301.7387256622
CHECKPOINT_050UM,shielding_MPa_sqrt_m,-2.563842440126543,-2.563153516266798,0.0006889238597449499
CHECKPOINT_050UM,multiplicity,1374.9149271473998,1375.03895215657,0.12402500917028192
CHECKPOINT_050UM,peierls_velocity_max_m_s,75760.53219872974,195337.04878910686,119576.51659037713
CHECKPOINT_050UM,peierls_velocity_mean_m_s,72055.20357819907,185783.39833862652,113728.19476042745
CHECKPOINT_050UM,encounter_rate_max_s,1551797938173.121,4001075768114.0044,2449277829940.8833
CHECKPOINT_050UM,encounter_rate_mean_s,1551797938173.121,4001075768114.003,2449277829940.882
CHECKPOINT_050UM,taylor_completion_rate_max_s,1.0,1.0,0.0
CHECKPOINT_050UM,taylor_completion_rate_mean_s,1.0,1.0,0.0
CHECKPOINT_100UM,mobile_total,0.14833927557361523,828706.7329261414,828706.5845868657
CHECKPOINT_100UM,retained_total,689185.8216445381,1517965.826619478,828780.0049749399
CHECKPOINT_100UM,retained_fraction,0.45404124262238527,0.9999999022776017,0.5459586596552164
CHECKPOINT_100UM,mobile_centroid_tip_relative_m,4.7910857417529216e-05,7.047712657019201e-05,2.2566269152662798e-05
CHECKPOINT_100UM,mobile_width_m,1.6529267124381602e-05,2.9339104091655293e-05,1.2809836967273691e-05
CHECKPOINT_100UM,retained_centroid_tip_relative_m,1.838653924485935e-05,4.6768231799857944e-05,2.8381692554998594e-05
CHECKPOINT_100UM,retained_width_m,1.2617313310632832e-05,2.987282767616154e-05,1.725551436552871e-05
CHECKPOINT_100UM,near_tip_mobile,0.0,1.5467106496273824e-08,1.5467106496273824e-08
CHECKPOINT_100UM,near_tip_retained,28436.772249561047,28443.56531125434,6.793061693293566
CHECKPOINT_100UM,wake_mobile,0.14833926846500464,828706.732926128,828706.5845868594
CHECKPOINT_100UM,wake_retained,660746.2241392856,1489523.399836658,828777.1756973724
CHECKPOINT_100UM,wake_retained_centroid_laboratory_m,0.0006192986928175243,0.0006478043775741076,2.8505684756583317e-05
CHECKPOINT_100UM,wake_retained_width_m,1.234328278605657e-05,2.9470956342467207e-05,1.712767355641064e-05
CHECKPOINT_100UM,tip_radius_m,8.536625696815903e-06,8.538424095080419e-06,1.7983982645157254e-09
CHECKPOINT_100UM,front_width_m,1.412391127609253e-07,1.4125595971329977e-07,1.6846952374480945e-11
CHECKPOINT_100UM,backstress_Pa,8505793799.006077,8506808569.607374,1014770.6012973785
CHECKPOINT_100UM,shielding_MPa_sqrt_m,-1.9274754423636646,-1.927014779063072,0.00046066330059257865
CHECKPOINT_100UM,multiplicity,1579.5083561734307,1579.6526884296427,0.14433225621201018
CHECKPOINT_100UM,peierls_velocity_max_m_s,75760.53219872974,195337.04878910686,119576.51659037713
CHECKPOINT_100UM,peierls_velocity_mean_m_s,72041.827105065,185748.91682121233,113707.08971614734
CHECKPOINT_100UM,encounter_rate_max_s,1551797938173.121,4001075768114.0044,2449277829940.8833
CHECKPOINT_100UM,encounter_rate_mean_s,1551797938173.121,4001075768114.003,2449277829940.882
CHECKPOINT_100UM,taylor_completion_rate_max_s,1.0,1.0,0.0
CHECKPOINT_100UM,taylor_completion_rate_mean_s,1.0,1.0,0.0
CHECKPOINT_200UM,mobile_total,0.19901767908540396,20.814446887141685,20.61542920805628
CHECKPOINT_200UM,retained_total,2021047.7897733208,2021526.7491395697,478.95936624892056
CHECKPOINT_200UM,retained_fraction,0.9999897033673307,0.9999999015470318,1.0198179701048637e-05
CHECKPOINT_200UM,mobile_centroid_tip_relative_m,5.166929483507584e-05,6.571375844924475e-05,1.4044463614168909e-05
CHECKPOINT_200UM,mobile_width_m,2.3174767903583168e-05,2.7875485334555337e-05,4.70071743097217e-06
CHECKPOINT_200UM,retained_centroid_tip_relative_m,5.0804408257009616e-05,5.0804575274294086e-05,1.6701728446978127e-10
CHECKPOINT_200UM,retained_width_m,2.8407432180587966e-05,2.8407449153348216e-05,1.6972760250342578e-11
CHECKPOINT_200UM,near_tip_mobile,0.0,0.0,0.0
CHECKPOINT_200UM,near_tip_retained,26502.839823957645,26509.204065724418,6.364241766772466
CHECKPOINT_200UM,wake_mobile,0.19901767246064456,20.81444687334715,20.615429200886506
CHECKPOINT_200UM,wake_retained,1994544.9499454391,1995017.5450699218,472.59512448264286
CHECKPOINT_200UM,wake_retained_centroid_laboratory_m,0.0007573691792762789,0.0007573693406253575,1.613490786291083e-10
CHECKPOINT_200UM,wake_retained_width_m,2.800379235381011e-05,2.800380887791102e-05,1.6524100911495055e-11
CHECKPOINT_200UM,tip_radius_m,7.849427648907648e-06,7.85105543779407e-06,1.627788886421374e-09
CHECKPOINT_200UM,front_width_m,1.4815358909493136e-07,1.4817118877707428e-07,1.759968214291792e-11
CHECKPOINT_200UM,backstress_Pa,8109084901.301104,8110048419.33522,963518.034116745
CHECKPOINT_200UM,shielding_MPa_sqrt_m,0.017524091074469922,0.01752806734129442,3.9762668244992805e-06
CHECKPOINT_200UM,multiplicity,1523.4586262082064,1523.5935631254195,0.13493691721305368
CHECKPOINT_200UM,peierls_velocity_max_m_s,75760.53219872974,195337.04878910686,119576.51659037713
CHECKPOINT_200UM,peierls_velocity_mean_m_s,72044.31974844131,185755.34192982875,113711.02218138744
CHECKPOINT_200UM,encounter_rate_max_s,1551797938173.121,4001075768114.0044,2449277829940.8833
CHECKPOINT_200UM,encounter_rate_mean_s,1551797938173.121,4001075768114.003,2449277829940.882
CHECKPOINT_200UM,taylor_completion_rate_max_s,1.0,1.0,0.0
CHECKPOINT_200UM,taylor_completion_rate_mean_s,1.0,1.0,0.0
CHECKPOINT_300UM,mobile_total,0.1975531484191549,19.756554835216775,19.55900168679762
CHECKPOINT_300UM,retained_total,2012783.880344583,2013261.053157068,477.1728124851361
CHECKPOINT_300UM,retained_fraction,0.9999901865665868,0.9999999018702868,9.715303699975308e-06
CHECKPOINT_300UM,mobile_centroid_tip_relative_m,5.042952250524658e-05,6.573812979826708e-05,1.53086072930205e-05
CHECKPOINT_300UM,mobile_width_m,2.3191490832497695e-05,2.8207619816557955e-05,5.01612898406026e-06
CHECKPOINT_300UM,retained_centroid_tip_relative_m,4.942586028686791e-05,4.9426020355128415e-05,1.6006826050583454e-10
CHECKPOINT_300UM,retained_width_m,2.8779558665222854e-05,2.8779566098182637e-05,7.432959782204375e-12
CHECKPOINT_300UM,near_tip_mobile,0.0,0.0,0.0
CHECKPOINT_300UM,near_tip_retained,31460.72443003912,31468.175591422885,7.451161383763974
CHECKPOINT_300UM,wake_mobile,0.19755314055429946,19.756554818841323,19.559001678287025
CHECKPOINT_300UM,wake_retained,1981323.155910268,1981792.877561369,469.72165110101923
CHECKPOINT_300UM,wake_retained_centroid_laboratory_m,0.0008508427543399171,0.0008508429093608266,1.5502090952058956e-10
CHECKPOINT_300UM,wake_retained_width_m,2.8345734460890334e-05,2.834574266183016e-05,8.200939825505921e-12
CHECKPOINT_300UM,tip_radius_m,9.071472537821911e-06,9.073380846931553e-06,1.9083091096419586e-09
CHECKPOINT_300UM,front_width_m,1.3648044007053127e-07,1.364965699002866e-07,1.6129829755337648e-11
CHECKPOINT_300UM,backstress_Pa,8802021335.14072,8803061788.708637,1040453.5679168701
CHECKPOINT_300UM,shielding_MPa_sqrt_m,-0.2115073071754467,-0.21145718901766322,5.011815778346862e-05
CHECKPOINT_300UM,multiplicity,1621.9162920205642,1622.065781912369,0.14948989180470562
CHECKPOINT_300UM,peierls_velocity_max_m_s,75760.53219872974,195337.04878910686,119576.51659037713
CHECKPOINT_300UM,peierls_velocity_mean_m_s,72038.26607885488,185739.73453057348,113701.4684517186
CHECKPOINT_300UM,encounter_rate_max_s,1551797938173.121,4001075768114.0044,2449277829940.8833
CHECKPOINT_300UM,encounter_rate_mean_s,1551797938173.121,4001075768114.003,2449277829940.882
CHECKPOINT_300UM,taylor_completion_rate_max_s,1.0,1.0,0.0
CHECKPOINT_300UM,taylor_completion_rate_mean_s,1.0,1.0,0.0
INITIAL_ONSET,mobile_total,0.0,42886.14081858023,42886.14081858023
INITIAL_ONSET,retained_total,26899.531298530426,69776.34883788202,42876.81753935159
INITIAL_ONSET,retained_fraction,0.3854592279829166,1.0,0.6145407720170835
INITIAL_ONSET,mobile_centroid_tip_relative_m,0.0,3.383625065631253e-05,3.383625065631253e-05
INITIAL_ONSET,mobile_width_m,0.0,1.2604034124145438e-06,1.2604034124145438e-06
INITIAL_ONSET,retained_centroid_tip_relative_m,9.013465004118144e-07,1.4188006577722158e-06,5.174541573604015e-07
INITIAL_ONSET,retained_width_m,6.208465298371066e-07,1.1189019302527707e-06,4.980554004156641e-07
INITIAL_ONSET,near_tip_mobile,0.0,0.0,0.0
INITIAL_ONSET,near_tip_retained,25248.92739242042,25289.799722621636,40.872330201214936
INITIAL_ONSET,wake_mobile,0.0,42886.14081858023,42886.14081858023
INITIAL_ONSET,wake_retained,1641.3230482477923,44527.421445461594,42886.0983972138
INITIAL_ONSET,wake_retained_centroid_laboratory_m,0.0005033221686911244,0.0005046246170428661,1.3024483517417012e-06
INITIAL_ONSET,wake_retained_width_m,2.314483008362223e-07,1.2380739542218689e-06,1.0066256533856465e-06
INITIAL_ONSET,tip_radius_m,7.629794563201612e-06,7.637251966364048e-06,7.457403162436453e-09
INITIAL_ONSET,front_width_m,1.5052035366907216e-07,1.5060496572239972e-07,8.461205332756564e-11
INITIAL_ONSET,backstress_Pa,7978773663.168239,7983259790.945816,4486127.7775774
INITIAL_ONSET,shielding_MPa_sqrt_m,-3.7310376329898256,-3.7241879912511253,0.006849641738700285
INITIAL_ONSET,multiplicity,1505.154371541568,1505.7790736411396,0.6247020995715502
INITIAL_ONSET,peierls_velocity_max_m_s,75760.53219872974,195337.04878910686,119576.51659037713
INITIAL_ONSET,peierls_velocity_mean_m_s,72045.90441309591,185759.68139241516,113713.77697931926
INITIAL_ONSET,encounter_rate_max_s,1551797938173.121,4001075768114.004,2449277829940.883
INITIAL_ONSET,encounter_rate_mean_s,1551797938173.1208,4001075768114.003,2449277829940.882
INITIAL_ONSET,taylor_completion_rate_max_s,1.0,1.0,0.0
INITIAL_ONSET,taylor_completion_rate_mean_s,1.0,1.0,0.0
REINITIATION_ONSET_01,mobile_total,0.08087848475009243,784333.1664857962,784333.0856073115
REINITIATION_ONSET_01,retained_total,39432.03519803935,823741.5159041121,784309.4807060728
REINITIATION_ONSET_01,retained_fraction,0.04786805162130838,0.9999999018139786,0.9521318501926702
REINITIATION_ONSET_01,mobile_centroid_tip_relative_m,2.701830397823766e-05,2.7764200772452063e-05,7.458967942144035e-07
REINITIATION_ONSET_01,mobile_width_m,1.5087204746252572e-05,1.551232412758081e-05,4.2511938132823825e-07
REINITIATION_ONSET_01,retained_centroid_tip_relative_m,1.2037559057352376e-06,2.6492466028332992e-05,2.5288710122597754e-05
REINITIATION_ONSET_01,retained_width_m,9.022472138487475e-07,1.5778930060975728e-05,1.487668284712698e-05
REINITIATION_ONSET_01,near_tip_mobile,0.0,0.0,0.0
REINITIATION_ONSET_01,near_tip_retained,16220.039056715848,16232.102481875572,12.06342515972392
REINITIATION_ONSET_01,wake_mobile,0.08087848475009243,784333.1664857962,784333.0856073115
REINITIATION_ONSET_01,wake_retained,23200.987467108218,807521.4768444956,784320.4893773875
REINITIATION_ONSET_01,wake_retained_centroid_laboratory_m,0.0005538177817015421,0.0005794329690002409,2.5615187298698786e-05
REINITIATION_ONSET_01,wake_retained_width_m,1.0127079334301588e-06,1.5510549089896807e-05,1.4497841156466648e-05
REINITIATION_ONSET_01,tip_radius_m,5.270409084907061e-06,5.275157071526056e-06,4.747986618995094e-09
REINITIATION_ONSET_01,front_width_m,1.8753665432508247e-07,1.8764084350340965e-07,1.041891783271793e-10
REINITIATION_ONSET_01,backstress_Pa,6402986217.639137,6406544777.870016,3558560.23087883
REINITIATION_ONSET_01,shielding_MPa_sqrt_m,-2.0680832405005325,-2.0662691899296264,0.0018140505709061117
REINITIATION_ONSET_01,multiplicity,1295.3902111660072,1295.8372730629753,0.44706189696807996
REINITIATION_ONSET_01,peierls_velocity_max_m_s,75760.53219872974,195337.04878910686,119576.51659037713
REINITIATION_ONSET_01,peierls_velocity_mean_m_s,72064.05697439618,185806.35824902094,113742.30127462476
REINITIATION_ONSET_01,encounter_rate_max_s,1551797938173.121,4001075768114.0044,2449277829940.8833
REINITIATION_ONSET_01,encounter_rate_mean_s,1551797938173.121,4001075768114.003,2449277829940.882
REINITIATION_ONSET_01,taylor_completion_rate_max_s,1.0,1.0,0.0
REINITIATION_ONSET_01,taylor_completion_rate_mean_s,1.0,1.0,0.0
