option_key,candidate_id,role,temperature_K,seed,event_index,threshold_action,path_advance_m,step,U_m,K_MPa_sqrt_m,projected_extension_m,projected_advance_m,projected_advance_reported_m
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,300,3621,12,0.14578380994875226,2.297340095624854e-06,152.0,8.662437814702269e-06,20.43642912946511,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,300,3621,13,0.7361666818667092,3.382450470631057e-06,162.0,8.662437886408244e-06,16.509594513609255,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,300,3621,14,0.6521332302605996,2.9963436351340934e-06,176.0,8.662540894993972e-06,15.417747108249142,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,300,3621,15,0.401693679224015,2.2973400956249188e-06,186.0,8.662540952245505e-06,16.42363904738431,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,0,0.5296494184524981,2.4335696912706475e-06,68.0,1.0100807744887375e-05,17.155018764297107,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,1,1.270133354524103,5.835856564277448e-06,79.0,1.0119921478431517e-05,17.43635938155282,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,2,0.3747792998336802,2.2973400956249022e-06,89.0,1.0119925335299501e-05,18.378697138283485,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,3,0.9220170678657782,4.236373557717113e-06,99.0,1.0119932900290273e-05,18.413494264118224,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,4,0.907530957796216,4.169814514732207e-06,109.0,1.011993294316861e-05,19.455601825051627,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,5,0.9705690875311566,4.459454560718732e-06,124.0,1.0120462268541598e-05,17.830872947963975,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,6,0.05992034728703238,2.2973400956249183e-06,125.0,1.0120462270541598e-05,21.990381942841765,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,7,1.5130544416197773,6.952001271192797e-06,135.0,1.0120462308367955e-05,21.295812420485905,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,8,0.3143274347568031,2.297340095624867e-06,139.0,1.0120462316367958e-05,22.495144267264333,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,9,1.1191103309427959,5.141954069405808e-06,149.0,1.012046234434571e-05,22.95809449191314,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,10,0.15925225809888693,2.2973400956248425e-06,151.0,1.0120462348345712e-05,21.861192535394647,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,11,0.4809138788151508,2.297340095624836e-06,157.0,1.0120462360345715e-05,21.922224873218667,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,12,0.14578380994875226,2.297340095624854e-06,159.0,1.0120462364345717e-05,23.87620162944613,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,13,0.7361666818667092,3.382450470631057e-06,169.0,1.012046242410732e-05,19.28841893047156,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,14,0.6521332302605996,2.9963436351340934e-06,183.0,1.0120552874371676e-05,18.012743224438772,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,400,3621,15,0.401693679224015,2.2973400956249188e-06,193.0,1.0120552920071485e-05,19.187939085715797,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,0,0.5296494184524981,2.4335696912706475e-06,72.0,1.1462761118386222e-05,19.46813433570243,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,1,1.270133354524103,5.835856564277448e-06,83.0,1.1484063501975007e-05,19.786740322815778,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,2,0.3747792998336802,2.2973400956249022e-06,93.0,1.148406724484457e-05,20.856101879770783,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,3,0.9220170678657782,4.236373557717113e-06,103.0,1.1484074561502303e-05,20.8955872682578,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,4,0.907530957796216,4.169814514732207e-06,113.0,1.1484074602491143e-05,22.078168309018334,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,5,0.9705690875311566,4.459454560718732e-06,128.0,1.1484618061703451e-05,20.234329231251245,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,6,0.05992034728703238,2.2973400956249183e-06,129.0,1.1484618063703452e-05,24.95450612207888,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,7,1.5130544416197773,6.952001271192797e-06,139.0,1.1484618101529809e-05,24.166314280808407,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,8,0.3143274347568031,2.297340095624867e-06,143.0,1.1484618109529811e-05,25.527306278338664,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,9,1.1191103309427959,5.141954069405808e-06,153.0,1.1484618137507563e-05,26.052658409597996,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,10,0.15925225809888693,2.2973400956248425e-06,155.0,1.1484618141507565e-05,24.807903013247465,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,11,0.4809138788151508,2.297340095624836e-06,161.0,1.1484618153507569e-05,24.877162008993622,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,12,0.14578380994875226,2.297340095624854e-06,163.0,1.148461815750757e-05,27.094518895884107,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,13,0.7361666818667092,3.382450470631057e-06,173.0,1.1484618210428842e-05,21.888340474601723,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,14,0.6521332302605996,2.9963436351340934e-06,187.0,1.1484709426818003e-05,20.440693752653058,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,500,3621,15,0.401693679224015,2.2973400956249188e-06,197.0,1.148470946982136e-05,21.774295086885335,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,0,0.5296494184524981,2.4335696912706475e-06,80.0,1.2793805354938446e-05,21.728754419845774,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,1,1.270133354524103,5.835856564277448e-06,91.0,1.2815213081636694e-05,22.08027614827175,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,2,0.3747792998336802,2.2973400956249022e-06,101.0,1.2815216586793356e-05,23.27358914286018,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,3,0.9220170678657782,4.236373557717113e-06,111.0,1.2815223424863973e-05,23.3176489757514,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,4,0.907530957796216,4.169814514732207e-06,121.0,1.2815223464172971e-05,24.63730603929695,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,5,0.9705690875311566,4.459454560718732e-06,136.0,1.2815749845938908e-05,22.579601718998912,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,6,0.05992034728703238,2.2973400956249183e-06,137.0,1.2815749847938909e-05,27.846873641376757,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,7,1.5130544416197773,6.952001271192797e-06,147.0,1.2815749885765266e-05,26.96732592635214,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,8,0.3143274347568031,2.297340095624867e-06,151.0,1.2815749893765268e-05,28.486064543431834,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,9,1.1191103309427959,5.141954069405808e-06,161.0,1.281574992174302e-05,29.072307931908654,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,10,0.15925225809888693,2.2973400956248425e-06,163.0,1.2815749925743022e-05,27.683278388752065,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,11,0.4809138788151508,2.297340095624836e-06,169.0,1.2815749937743026e-05,27.76056488831637,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,12,0.14578380994875226,2.297340095624854e-06,171.0,1.2815749941743027e-05,30.23492589821031,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,13,0.7361666818667092,3.382450470631057e-06,181.0,1.2815749992019013e-05,24.425322124157212,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,14,0.6521332302605996,2.9963436351340934e-06,195.0,1.2815837193483574e-05,22.80985904999421,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,600,3621,15,0.401693679224015,2.2973400956249188e-06,205.0,1.2815837233891868e-05,24.29803056398905,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,0,0.5296494184524981,2.4335696912706475e-06,85.0,1.4090204296743157e-05,23.93053359774682,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,1,1.270133354524103,5.835856564277448e-06,96.0,1.4114337159054049e-05,24.31863287301069,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,2,0.3747792998336802,2.2973400956249022e-06,106.0,1.4114340855499273e-05,25.632915984557016,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,3,0.9220170678657782,4.236373557717113e-06,116.0,1.4114348054462066e-05,25.681441715404148,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,4,0.907530957796216,4.169814514732207e-06,126.0,1.4114348094120196e-05,27.134877086784233,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,5,0.9705690875311566,4.459454560718732e-06,142.0,1.4114975872233446e-05,24.868660616788222,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,6,0.05992034728703238,2.2973400956249183e-06,143.0,1.4114975874233446e-05,30.66991430736092,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,7,1.5130544416197773,6.952001271192797e-06,153.0,1.4114975912059803e-05,29.70120041792599,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,8,0.3143274347568031,2.297340095624867e-06,157.0,1.4114975920059806e-05,31.37390464239769,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,9,1.1191103309427959,5.141954069405808e-06,167.0,1.4114975948037558e-05,32.019579791942554,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,10,0.15925225809888693,2.2973400956248425e-06,169.0,1.411497595203756e-05,30.489734193853018,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,11,0.4809138788151508,2.297340095624836e-06,175.0,1.4114975964037563e-05,30.57485578683955,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,12,0.14578380994875226,2.297340095624854e-06,177.0,1.4114975968037565e-05,33.30006081490322,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,13,0.7361666818667092,3.382450470631057e-06,187.0,1.4114976018946927e-05,26.901495133116153,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,14,0.6521332302605996,2.9963436351340934e-06,201.0,1.4115069567211937e-05,25.122256349563678,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,700,3621,15,0.401693679224015,2.2973400956249188e-06,211.0,1.4115069608310394e-05,26.76129436542535,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,0,0.5296494184524981,2.4335696912706475e-06,92.0,1.5385087515793595e-05,26.129738501099958,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,1,1.270133354524103,5.835856564277448e-06,103.0,1.54094849531701e-05,26.550138565872352,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,2,0.3747792998336802,2.2973400956249022e-06,113.0,1.5409488567731215e-05,27.985021041046252,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,3,0.9220170678657782,4.236373557717113e-06,123.0,1.5409495599275717e-05,28.037998040686603,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,4,0.907530957796216,4.169814514732207e-06,133.0,1.5409495638339864e-05,29.624802174878898,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,5,0.9705690875311566,4.459454560718732e-06,149.0,1.541012099879973e-05,27.150529526350006,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,6,0.05992034728703238,2.2973400956249183e-06,150.0,1.5410121000799732e-05,33.48408773573324,2.4691815553413076e-05,2.280340486986274e-06,2.280340486986274e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,7,1.5130544416197773,6.952001271192797e-06,160.0,1.541012103862609e-05,32.42648774495422,3.0977903897115534e-05,6.2860883437024576e-06,6.2860883437024576e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,8,0.3143274347568031,2.297340095624867e-06,164.0,1.541012104662609e-05,34.25267396719756,3.317990391921708e-05,2.2020000221015463e-06,2.2020000221015463e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,9,1.1191103309427959,5.141954069405808e-06,174.0,1.541012107460386e-05,34.95759420124098,3.8150788292087455e-05,4.970884372870374e-06,4.970884372870374e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,10,0.15925225809888693,2.2973400956248425e-06,176.0,1.5410121078603862e-05,33.28737485478314,4.00355875934535e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,11,0.4809138788151508,2.297340095624836e-06,182.0,1.5410121090603866e-05,33.38030693097778,4.1920386894819545e-05,1.8847993013660453e-06,1.8847993013660453e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,12,0.14578380994875226,2.297340095624854e-06,184.0,1.5410121094603867e-05,36.35556807020743,4.4090206106283183e-05,2.169819211463638e-06,2.169819211463638e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,13,0.7361666818667092,3.382450470631057e-06,194.0,1.541012114457445e-05,29.369890420999006,4.7466393505704065e-05,3.376187399420881e-06,3.376187399420881e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,14,0.6521332302605996,2.9963436351340934e-06,208.0,1.541021351302062e-05,27.42737699110636,4.997566270502666e-05,2.5092691993225955e-06,2.5092691993225955e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,800,3621,15,0.401693679224015,2.2973400956249188e-06,218.0,1.5410213553195957e-05,29.216806758667452,5.208183895673963e-05,2.1061762517129686e-06,2.1061762517129686e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,900,3621,0,0.5296494184524981,2.4335696912706475e-06,97.0,1.6660313585739667e-05,28.295558078224243,2.4335696912706475e-06,2.4335696912706475e-06,2.4335696912706475e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,900,3621,1,1.270133354524103,5.835856564277448e-06,108.0,1.6687150579974435e-05,28.751522942806282,8.269426255548096e-06,5.835856564277448e-06,5.835856564277448e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,900,3621,2,0.3747792998336802,2.2973400956249022e-06,118.0,1.6687154400613956e-05,30.30537742792366,1.0566766351172998e-05,2.2973400956249022e-06,2.2973400956249022e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,900,3621,3,0.9220170678657782,4.236373557717113e-06,128.0,1.668716182747539e-05,30.362746633015433,1.480313990889011e-05,4.236373557717113e-06,4.236373557717113e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,900,3621,4,0.907530957796216,4.169814514732207e-06,138.0,1.6687161867138628e-05,32.08111938097306,1.8914682684690004e-05,4.111542775799893e-06,4.111542775799893e-06
v912_peak_0118_persistent_sites,v912_targeted_local_peak_005518_0118,Late-high-temperature candidate 0118,900,3621,5,0.9705690875311566,4.459454560718732e-06,165.0,1.8108631624578256e-05,31.904936868646374,2.2411475066426803e-05,3.4967923817367987e-06,3.4967923817367987e-06
