option_key,candidate_id,role,temperature_K,seed,n_events,achieved_extension_um,K_first_MPa_sqrt_m,K_10um_MPa_sqrt_m,K_25um_MPa_sqrt_m,K_50um_MPa_sqrt_m,max_backstress_GPa,max_shield_MPa_sqrt_m,min_front_width_um,max_tip_radius_um
v912_peak_0314_persistent_sites,v912_targeted_local_peak_013476_0314,Broad-onset peak candidate 0314,800,3621,16,52.08183895673963,26.346114996638565,28.191176106250072,47.95691582866878,43.209722494215846,3.7375158897672525,0.0415469685941431,0.23168283007393045,2.426939840113827
v912_peak_0314_persistent_sites,v912_targeted_local_peak_013476_0314,Broad-onset peak candidate 0314,900,3621,16,52.08183895673963,28.60493046619389,30.605725707143336,56.22504136306109,50.6593968977483,4.268263331158562,0.03521096402199307,0.20269168771900858,2.8487439214606662
v912_peak_0314_persistent_sites,v912_targeted_local_peak_013476_0314,Broad-onset peak candidate 0314,1000,3621,16,52.08183895673963,30.815086963967293,42.06335878904277,48.75182853423964,43.92594781168363,3.1621261705798753,0.013579497907934545,0.2734038208555436,1.9676969007864464
v912_peak_0314_persistent_sites,v912_targeted_local_peak_013476_0314,Broad-onset peak candidate 0314,1100,3621,16,52.08183895673963,33.030610794325476,47.31650072865341,54.82379174544937,49.39685518066142,3.4713781569011313,0.01592610489933042,0.24895385191317723,2.1685261114634944
v912_peak_0314_persistent_sites,v912_targeted_local_peak_013476_0314,Broad-onset peak candidate 0314,1200,3621,16,52.08183895673963,35.25391302957826,52.73591566591056,61.10305733090865,55.05454432802589,3.7602565003207684,0.020957748541511022,0.22978259728936135,2.371777425388859
v912_top1_peak_persistent_sites,v912_targeted_local_peak_013476_0368,Primary sharp peak candidate 0368,300,3621,16,52.08183895673963,14.68020835485743,15.73069880910801,18.2277888109178,16.423639048438048,6.222595678058574e-05,1.253839941404908e-61,9.999998588897359,1.0000000002045204
v912_top1_peak_persistent_sites,v912_targeted_local_peak_013476_0368,Primary sharp peak candidate 0368,400,3621,16,52.08183895673963,17.155031491623763,18.378708082325634,21.29582508734583,19.187950485744526,0.006079635631481128,2.3741990923618395e-37,9.986524647024906,1.0000019570246317
v912_top1_peak_persistent_sites,v912_targeted_local_peak_013476_0368,Primary sharp peak candidate 0368,500,3621,16,52.08183895673963,19.47097604133512,20.85853720405152,24.169138412166692,21.776837080747548,0.07216071178710463,2.6880528099693624e-22,8.207513838734336,1.0003510999984886
v912_top1_peak_persistent_sites,v912_targeted_local_peak_013476_0368,Primary sharp peak candidate 0368,600,3621,16,52.08183895673963,21.76047867582752,23.30183139872485,27.000526778747847,24.327921978990577,0.2754279217708823,2.0161633702026842e-11,2.9565933682762466,1.0075655065011115
v912_top1_peak_persistent_sites,v912_targeted_local_peak_013476_0368,Primary sharp peak candidate 0368,700,3621,16,52.08183895673963,24.047733823116985,25.73810330616067,37.16209785007508,33.48346968740816,2.7459854261868744,0.012098133854682367,0.31684037820506705,1.7298693988964613
v912_top1_peak_persistent_sites,v912_targeted_local_peak_013476_0368,Primary sharp peak candidate 0368,800,3621,16,52.08183895673963,26.326702142799537,28.17060950109958,46.6730184456297,42.052916464674645,3.5865336571214668,0.03702569215889552,0.24165206342303047,2.306459709443238
v912_top1_peak_persistent_sites,v912_targeted_local_peak_013476_0368,Primary sharp peak candidate 0368,900,3621,16,52.08183895673963,28.60878234963409,30.61013208694005,56.45861173006284,50.86984643401125,4.298106337436492,0.0372373878863069,0.20127890775489393,2.872777689831814
v912_top1_peak_persistent_sites,v912_targeted_local_peak_013476_0368,Primary sharp peak candidate 0368,1000,3621,16,52.08183895673963,30.834352964685333,42.894947241706014,49.70071029284361,44.78090098331215,3.2788892138974046,0.018089429661475018,0.26351896065930386,2.042462622941523
v912_top1_peak_persistent_sites,v912_targeted_local_peak_013476_0368,Primary sharp peak candidate 0368,1100,3621,16,52.08183895673963,33.05020159530656,48.24468700296672,55.89925693160914,50.365861448877695,3.600854757269821,0.022550579658808672,0.2398746042370252,2.258715321626696
v912_top1_peak_persistent_sites,v912_targeted_local_peak_013476_0368,Primary sharp peak candidate 0368,1200,3621,16,52.08183895673963,35.272527539230644,53.59492064539075,62.0983530349353,55.951316988212426,3.8522055017947494,0.02056224286973816,0.2242441586020193,2.4404115975139686
v912_plateau_0403_persistent_sites,v912_targeted_local_plateau_010759_0403,Plateau control candidate 0403,300,3621,16,52.08183895673963,14.680208874710285,15.730699242734657,18.227789310785468,16.42363949816379,0.0009324556473715294,9.093021203101285e-08,9.999677849036289,1.0000001036356283
v912_plateau_0403_persistent_sites,v912_targeted_local_plateau_010759_0403,Plateau control candidate 0403,400,3621,16,52.08183895673963,17.158531450082265,18.381697049504517,21.299272051547398,19.191052732678024,0.07764899838331983,5.275289221953052e-06,8.02495941707393,1.000400980129189
v912_plateau_0403_persistent_sites,v912_targeted_local_plateau_010759_0403,Plateau control candidate 0403,500,3621,16,52.08183895673963,19.532748225559665,20.913693582189914,24.233053589923077,21.834377939605268,0.30571104019354745,0.00014888974645444958,2.8359530156840855,1.0082858491902154
v912_plateau_0403_persistent_sites,v912_targeted_local_plateau_010759_0403,Plateau control candidate 0403,600,3621,16,52.08183895673963,21.8259882284673,23.36821570893173,35.22881319228767,31.74155839567071,3.0515688407677364,0.012607670331039874,0.2838573019006455,1.8986641217650126
v912_plateau_0403_persistent_sites,v912_targeted_local_plateau_010759_0403,Plateau control candidate 0403,700,3621,16,52.08183895673963,24.097065874467585,25.850309171141824,44.62934064742869,40.21153970775479,3.9348212364477826,0.021809199663935807,0.21956826173605465,2.5024466621506907
v912_plateau_0403_persistent_sites,v912_targeted_local_plateau_010759_0403,Plateau control candidate 0403,800,3621,16,52.08183895673963,26.331106964960707,28.72397736048617,51.92160802914322,46.78195490419826,4.337722639447462,0.026192043752436545,0.19915352200621025,2.826414506218623
v912_plateau_0403_persistent_sites,v912_targeted_local_plateau_010759_0403,Plateau control candidate 0403,900,3621,16,52.08183895673963,28.56853499422414,39.54701229582665,45.82170062591777,41.28586950289373,3.1701458201522303,0.019131265222150952,0.27245481236262814,1.9755199261171994
v912_plateau_0403_persistent_sites,v912_targeted_local_plateau_010759_0403,Plateau control candidate 0403,1000,3621,16,52.08183895673963,30.78614754912906,44.38987311656523,51.48612336869187,46.38957831114815,3.4417454747526417,0.021705871056207984,0.2509539021650835,2.1499689471320784
v912_plateau_0403_persistent_sites,v912_targeted_local_plateau_010759_0403,Plateau control candidate 0403,1100,3621,16,52.08183895673963,33.013476755366746,49.348204063718285,57.237725728941705,51.57183693847792,3.6809398809588765,0.024884363537026458,0.2346557064451928,2.3153646678416
v912_plateau_0403_persistent_sites,v912_targeted_local_plateau_010759_0403,Plateau control candidate 0403,1200,3621,16,52.08183895673963,35.2507487484607,54.57018534776278,63.306746736005664,57.04009334832065,3.9242488660035875,0.028273714059201517,0.22011406446487655,2.495001267284698
