experiment,geometry_owner,state_owner_candidate_id,original_1d_selection_role,pf_observed_microstructure_role,onset_role,common_external_opening_m,native_K_from_common_geometry_opening_MPa_sqrt_m,opening_required_equivalent_K_for_control_cleavage_rate_MPa_sqrt_m,control_target_cleavage_rate_s,native_K_Pa_sqrt_m,extension_m,radius_m,front_width_m,shielding_Pa_sqrt_m,backstress_mean_Pa,accepted_snapshot_recomputed_backstress_mean_Pa,multiplicity_per_system,opening_stress_Pa,cleavage_stress_Pa,cleavage_barrier_eV,cleavage_raw_rate_s,cleavage_effective_rate_s,emission_stress_by_system_Pa_json,emission_barrier_by_system_eV_json,emission_rate_by_system_s_json,aggregate_emission_rate_s,log10_cleavage_to_emission,peierls_rate_max_s,encounter_rate_max_s,taylor_completion_rate_max_s,state_support,diagnostic_semantics
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_f2817e7998cb7be6,BALANCED_MAXIMIN_MEDOID,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,INITIAL_ONSET_PRE_EVENT,3.268388493821179e-05,55.509685320854764,,,55509685.32085477,2.931106565679095e-06,7.63308906975585e-06,1.5056756850302012e-07,-3727995.297017362,7980755840.5919285,8015352634.637867,1505.4303782914626,8015463966.947851,8553777448.630792,1.7710663692774236,7685.162289374393,0.07521511817258711,"[34525593.617946625, 34433146.179722786]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",137582082716738.67,-15.262256737336065,463835637120.5869,2124424341392.5457,1.0,full_production_with_wake,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
STATE_SWAP_AT_FIXED_GEOMETRY_AND_OPENING,CONTROL,v913_zeroD_sobol_0202500,CONTROL,MOBILE_RICH_REFERENCE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,49.093003646821295,53.085929006031336,49175873.33466602,5.2426686978820885e-05,5.273940598008174e-06,1.8756333191676322e-07,-2066736.866308208,6405633233.709816,6418434737.997114,1295.7227413267585,8542687708.880182,8901715143.02754,1.5623506853992326,69487.75340252109,53.085929006031336,"[12957054.253580093, 12646105.682945251]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118416790271959.97,-12.348433863271705,550156630759.7334,2519785123066.418,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,v913_zeroD_sobol_0202500,CONTROL,MOBILE_RICH_REFERENCE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.273940598008174e-06,1.8756333191676322e-07,-1750731.4520595435,6405633233.709816,6418434737.997114,1295.7227413267585,8542687708.880182,8846819614.281769,1.5942516861303258,49630.66775675254,19.63149954872463,"[12957054.253580093, 12646105.682945251]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118416790271959.97,-12.780459810826907,550156630759.7334,2519785123066.418,1.0,near_tip,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,v913_zeroD_sobol_0202500,CONTROL,MOBILE_RICH_REFERENCE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.273940598008174e-06,1.8756333191676322e-07,-2066736.866308208,6405633233.709816,6418434737.997114,1295.7227413267585,8542687708.880182,8901715143.02754,1.5623506853992326,69487.75340252109,53.085929006031336,"[12957054.253580093, 12646105.682945251]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118416790271959.97,-12.348433863271705,550156630759.7334,2519785123066.418,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,v913_zeroD_sobol_0202500,CONTROL,MOBILE_RICH_REFERENCE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.273940598008174e-06,1.8756333191676322e-07,-2066736.866308208,6405633233.709816,6418434737.997114,1295.7227413267585,8542687708.880182,8901715143.02754,1.5623506853992326,69487.75340252109,53.085929006031336,"[12957054.253580093, 12646105.682945251]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118416790271959.97,-12.348433863271705,550156630759.7334,2519785123066.418,1.0,full_production_with_wake,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
STATE_SWAP_AT_FIXED_GEOMETRY_AND_OPENING,CONTROL,oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,49.095894710435324,53.085929006031336,49175873.33466602,5.2426686978820885e-05,5.274492947535005e-06,1.875512173328355e-07,-2066524.7595480885,6406047143.674218,6418260754.440246,1295.7747461722956,8542240398.295076,8901212188.484812,1.562641169413526,69275.13558247079,52.60848257059762,"[12197225.806483269, 11905952.481221199]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118421543022444.83,-12.352374940334721,873573839233.2717,4001075768114.0044,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.274492947535005e-06,1.875512173328355e-07,-1750602.048373355,6406047143.674218,6418260754.440246,1295.7747461722956,8542240398.295076,8846333900.350103,1.5945357028188725,49482.184344781694,19.457988909522122,"[12197225.806483269, 11905952.481221199]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118421543022444.83,-12.784332764080634,873573839233.2717,4001075768114.0044,1.0,near_tip,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.274492947535005e-06,1.875512173328355e-07,-2066524.7595480885,6406047143.674218,6418260754.440246,1295.7747461722956,8542240398.295076,8901212188.484812,1.562641169413526,69275.13558247079,52.60848257059762,"[12197225.806483269, 11905952.481221199]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118421543022444.83,-12.352374940334721,873573839233.2717,4001075768114.0044,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_f07fe99faea93479,TRANSPORT_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.274492947535005e-06,1.875512173328355e-07,-2066524.7595480885,6406047143.674218,6418260754.440246,1295.7747461722956,8542240398.295076,8901212188.484812,1.562641169413526,69275.13558247079,52.60848257059762,"[12197225.806483269, 11905952.481221199]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118421543022444.83,-12.352374940334721,873573839233.2717,4001075768114.0044,1.0,full_production_with_wake,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
STATE_SWAP_AT_FIXED_GEOMETRY_AND_OPENING,CONTROL,oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,49.09937116981958,53.085929006031336,49175873.33466602,5.2426686978820885e-05,5.275157071526056e-06,1.8753665432508247e-07,-2066269.1899296187,6406544777.870016,6418050879.25374,1295.8372730629753,8541702662.140847,8900607463.28608,1.562990475676859,69020.32454544894,52.04000407266933,"[11283743.051340103, 11016125.026898384]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118427257388229.9,-12.357114349858126,849561183868.6537,3891094849280.8906,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.275157071526056e-06,1.8753665432508247e-07,-1750446.0551602582,6406544777.870016,6418050879.25374,1295.8372730629753,8541702662.140847,8845749925.878128,1.5948772171056425,49304.229401509925,19.251373011512282,"[11283743.051340103, 11016125.026898384]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118427257388229.9,-12.788989962823194,849561183868.6537,3891094849280.8906,1.0,near_tip,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.275157071526056e-06,1.8753665432508247e-07,-2066269.1899296187,6406544777.870016,6418050879.25374,1295.8372730629753,8541702662.140847,8900607463.28608,1.562990475676859,69020.32454544894,52.04000407266933,"[11283743.051340103, 11016125.026898384]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118427257388229.9,-12.357114349858126,849561183868.6537,3891094849280.8906,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_4895f9e5b44deea5,RETENTION_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.275157071526056e-06,1.8753665432508247e-07,-2066269.1899296187,6406544777.870016,6418050879.25374,1295.8372730629753,8541702662.140847,8900607463.28608,1.562990475676859,69020.32454544894,52.04000407266933,"[11283743.051340103, 11016125.026898384]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118427257388229.9,-12.357114349858126,849561183868.6537,3891094849280.8906,1.0,full_production_with_wake,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
STATE_SWAP_AT_FIXED_GEOMETRY_AND_OPENING,CONTROL,oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,49.087541009733776,53.085929006031336,49175873.33466602,5.2426686978820885e-05,5.272896798762938e-06,1.875862317944122e-07,-2067136.5774856196,6404850976.647522,6418762101.123108,1295.624461917069,8543533203.309688,8902665614.956654,1.5618018263021503,69891.27009134073,53.99983521087981,"[14393154.439293861, 14045021.615110397]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118407808464452.81,-12.34098790860051,640770455800.007,2934807601238.349,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.272896798762938e-06,1.875862317944122e-07,-1750975.1538664997,6404850976.647522,6418762101.123108,1295.624461917069,8543533203.309688,8847737548.87203,1.5937150163317093,49912.455233253386,19.963577282078173,"[14393154.439293861, 14045021.615110397]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118407808464452.81,-12.773141977765214,640770455800.007,2934807601238.349,1.0,near_tip,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.272896798762938e-06,1.875862317944122e-07,-2067136.5774856196,6404850976.647522,6418762101.123108,1295.624461917069,8543533203.309688,8902665614.956654,1.5618018263021503,69891.27009134073,53.99983521087981,"[14393154.439293861, 14045021.615110397]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118407808464452.81,-12.34098790860051,640770455800.007,2934807601238.349,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_7e668ee637fc3ac5,NEAR_TIP_RETENTION_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.272896798762938e-06,1.875862317944122e-07,-2067136.5774856196,6404850976.647522,6418762101.123108,1295.624461917069,8543533203.309688,8902665614.956654,1.5618018263021503,69891.27009134073,53.99983521087981,"[14393154.439293861, 14045021.615110397]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118407808464452.81,-12.34098790860051,640770455800.007,2934807601238.349,1.0,full_production_with_wake,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
STATE_SWAP_AT_FIXED_GEOMETRY_AND_OPENING,CONTROL,oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,49.074525723104955,53.085929006031336,49175873.33466602,5.2426686978820885e-05,5.270409084907061e-06,1.8764084350340965e-07,-2068083.240500525,6402986217.639137,6419534730.807989,1295.3902111660072,8545549304.72988,8904930970.973202,1.5604941543661979,70862.12701361658,56.2407468820041,"[17817003.705363274, 17380232.35172081]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118386400163761.0,-12.323250735426917,849300777231.5972,3889902154812.9595,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.270409084907061e-06,1.8764084350340965e-07,-1751551.5005629386,6402986217.639137,6419534730.807989,1295.3902111660072,8545549304.72988,8849925591.165503,1.5924362215455088,50590.37294942172,20.777579491826437,"[17817003.705363274, 17380232.35172081]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118386400163761.0,-12.755706862415893,849300777231.5972,3889902154812.9595,1.0,near_tip,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.270409084907061e-06,1.8764084350340965e-07,-2068083.240500525,6402986217.639137,6419534730.807989,1295.3902111660072,8545549304.72988,8904930970.973202,1.5604941543661979,70862.12701361658,56.2407468820041,"[17817003.705363274, 17380232.35172081]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118386400163761.0,-12.323250735426917,849300777231.5972,3889902154812.9595,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_b60d78111740b058,PERSISTENT_WAKE_EXTREME,RETENTION_DOMINATED_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.270409084907061e-06,1.8764084350340965e-07,-2068083.240500525,6402986217.639137,6419534730.807989,1295.3902111660072,8545549304.72988,8904930970.973202,1.5604941543661979,70862.12701361658,56.2407468820041,"[17817003.705363274, 17380232.35172081]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118386400163761.0,-12.323250735426917,849300777231.5972,3889902154812.9595,1.0,full_production_with_wake,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
STATE_SWAP_AT_FIXED_GEOMETRY_AND_OPENING,CONTROL,oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,49.077053519321844,53.085929006031336,49175873.33466602,5.2426686978820885e-05,5.27089232669589e-06,1.8763023137201003e-07,-2067900.0136480662,6403348492.118241,6419385490.535706,1295.4357167727433,8545157562.598582,8904490915.360125,1.5607481226489026,70672.5234788633,55.798414880029775,"[17151788.998476982, 16732237.618065834]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118390558945356.16,-12.326695209269955,338811400015.8426,1551797938173.121,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.27089232669589e-06,1.8763023137201003e-07,-1751440.0426862955,6403348492.118241,6419385490.535706,1295.4357167727433,8545157562.598582,8849500528.189566,1.5926845995231382,50457.98558647882,20.616932380005746,"[17151788.998476982, 16732237.618065834]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118390558945356.16,-12.759093024438437,338811400015.8426,1551797938173.121,1.0,near_tip,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.27089232669589e-06,1.8763023137201003e-07,-2067900.0136480662,6403348492.118241,6419385490.535706,1295.4357167727433,8545157562.598582,8904490915.360125,1.5607481226489026,70672.5234788633,55.798414880029775,"[17151788.998476982, 16732237.618065834]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118390558945356.16,-12.326695209269955,338811400015.8426,1551797938173.121,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_bd5be1610f6e1bce,MOBILE_TRANSPORT_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.27089232669589e-06,1.8763023137201003e-07,-2067900.0136480662,6403348492.118241,6419385490.535706,1295.4357167727433,8545157562.598582,8904490915.360125,1.5607481226489026,70672.5234788633,55.798414880029775,"[17151788.998476982, 16732237.618065834]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118390558945356.16,-12.326695209269955,338811400015.8426,1551797938173.121,1.0,full_production_with_wake,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
STATE_SWAP_AT_FIXED_GEOMETRY_AND_OPENING,CONTROL,oneD_v2_dbtt_TP_9555ff54d637c974,BACKSTRESS_SHIELDING_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,49.08433706330347,53.085929006031336,49175873.33466602,5.2426686978820885e-05,5.272284502794002e-06,1.8759966884018058e-07,-2067370.3622183125,6404392057.6631,6418953263.208885,1295.5668087256745,8544029289.879618,8903223173.58784,1.5614799140846352,70129.02662819876,54.54311031708902,"[15235708.608952522, 14865761.509511948]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118402539508636.77,-12.336621117350553,419602174083.34357,1921829633138.2144,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_9555ff54d637c974,BACKSTRESS_SHIELDING_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.272284502794002e-06,1.8759966884018058e-07,-1751117.5968781053,6404392057.6631,6418953263.208885,1295.5668087256745,8544029289.879618,8848276047.958097,1.5934002342965479,50078.48065927639,20.16095289277848,"[15235708.608952522, 14865761.509511948]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118402539508636.77,-12.768849962403596,419602174083.34357,1921829633138.2144,1.0,near_tip,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_9555ff54d637c974,BACKSTRESS_SHIELDING_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.272284502794002e-06,1.8759966884018058e-07,-2067370.3622183125,6404392057.6631,6418953263.208885,1295.5668087256745,8544029289.879618,8903223173.58784,1.5614799140846352,70129.02662819876,54.54311031708902,"[15235708.608952522, 14865761.509511948]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118402539508636.77,-12.336621117350553,419602174083.34357,1921829633138.2144,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_9555ff54d637c974,BACKSTRESS_SHIELDING_EXTREME,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.272284502794002e-06,1.8759966884018058e-07,-2067370.3622183125,6404392057.6631,6418953263.208885,1295.5668087256745,8544029289.879618,8903223173.58784,1.5614799140846352,70129.02662819876,54.54311031708902,"[15235708.608952522, 14865761.509511948]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118402539508636.77,-12.336621117350553,419602174083.34357,1921829633138.2144,1.0,full_production_with_wake,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
STATE_SWAP_AT_FIXED_GEOMETRY_AND_OPENING,CONTROL,oneD_v2_dbtt_TP_f2817e7998cb7be6,BALANCED_MAXIMIN_MEDOID,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,49.076716002155294,53.085929006031336,49175873.33466602,5.2426686978820885e-05,5.2708278055570025e-06,1.8763164817042966e-07,-2067924.4964606087,6403300123.412989,6419405440.3219,1295.429641041184,8545209863.833891,8904549670.258072,1.5607142120947934,70697.81049559567,55.85727565867566,"[17240603.099791527, 16818752.602609634]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118390003681018.45,-12.326235284139191,463835637120.5869,2124424341392.546,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_f2817e7998cb7be6,BALANCED_MAXIMIN_MEDOID,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.2708278055570025e-06,1.8763164817042966e-07,-1751454.938185759,6403300123.412989,6419405440.3219,1295.429641041184,8545209863.833891,8849557280.54352,1.5926514359345068,50475.6419729917,20.638310334573294,"[17240603.099791527, 16818752.602609634]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118390003681018.45,-12.758640895488952,463835637120.5869,2124424341392.546,1.0,near_tip,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
NEAR_TIP_VERSUS_FULL_WAKE_STATE,CONTROL,oneD_v2_dbtt_TP_f2817e7998cb7be6,BALANCED_MAXIMIN_MEDOID,MOBILE_RICH_LONG_WAKE_AT_REINITIATION,REINITIATION_ONSET_PRE_EVENT,3.693338432529374e-05,49.17587333466602,,,49175873.33466602,5.2426686978820885e-05,5.2708278055570025e-06,1.8763164817042966e-07,-2067924.4964606087,6403300123.412989,6419405440.3219,1295.429641041184,8545209863.833891,8904549670.258072,1.5607142120947934,70697.81049559567,55.85727565867566,"[17240603.099791527, 16818752.602609634]","[0.07423772575569687, 0.07423772575569687]","[45695265852.441086, 45695265852.441086]",118390003681018.45,-12.326235284139191,463835637120.5869,2124424341392.546,1.0,full_active,COUNTERFACTUAL_DIAGNOSTIC_NOT_PRODUCTION_PHYSICS
