implementation,material_class,candidate_id,temperature_K,event_transaction_index,physical_avalanche_index,physical_avalanche_role,post_event_extension_um,native_drive_kind,post_event_native_drive_MPa_sqrt_m,is_resistance_point,right_censored_at_target
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,17,5,INTERIOR_POST_EVENT,68.42896033874455,MODEL_NATIVE_EVENT_INDEXED_K,15.844300269734989,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,18,5,INTERIOR_POST_EVENT,75.53546820628966,MODEL_NATIVE_EVENT_INDEXED_K,15.945066513382868,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,19,5,INTERIOR_POST_EVENT,77.58193683519282,MODEL_NATIVE_EVENT_INDEXED_K,16.8253247198861,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,20,5,INTERIOR_POST_EVENT,89.40268108153701,MODEL_NATIVE_EVENT_INDEXED_K,17.184319251518502,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,300.0,21,5,INTERIOR_POST_EVENT,107.77927431065764,MODEL_NATIVE_EVENT_INDEXED_K,18.599789666492157,False,True
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,4,3,INTERIOR_POST_EVENT,18.914682684690003,MODEL_NATIVE_EVENT_INDEXED_K,13.639371350248304,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,6,4,INTERIOR_POST_EVENT,24.691815553413075,MODEL_NATIVE_EVENT_INDEXED_K,16.301025011810104,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,7,4,INTERIOR_POST_EVENT,30.977903897115535,MODEL_NATIVE_EVENT_INDEXED_K,17.219061992013764,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,8,4,INTERIOR_POST_EVENT,33.17990391921708,MODEL_NATIVE_EVENT_INDEXED_K,17.573430376271535,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,9,4,INTERIOR_POST_EVENT,38.150788292087455,MODEL_NATIVE_EVENT_INDEXED_K,16.73379932618442,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,10,4,INTERIOR_POST_EVENT,40.0355875934535,MODEL_NATIVE_EVENT_INDEXED_K,16.780516938746253,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,11,4,INTERIOR_POST_EVENT,41.92038689481954,MODEL_NATIVE_EVENT_INDEXED_K,18.27620183910196,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,12,4,INTERIOR_POST_EVENT,44.09020610628318,MODEL_NATIVE_EVENT_INDEXED_K,14.764452113355164,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,13,4,INTERIOR_POST_EVENT,47.46639350570406,MODEL_NATIVE_EVENT_INDEXED_K,13.787876531879222,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,15,5,INTERIOR_POST_EVENT,52.08183895673963,MODEL_NATIVE_EVENT_INDEXED_K,15.145101652812201,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,16,5,INTERIOR_POST_EVENT,65.61938756967216,MODEL_NATIVE_EVENT_INDEXED_K,15.407102583063672,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,17,5,INTERIOR_POST_EVENT,68.42896033874455,MODEL_NATIVE_EVENT_INDEXED_K,15.104602299925093,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,18,5,INTERIOR_POST_EVENT,75.53546820628966,MODEL_NATIVE_EVENT_INDEXED_K,15.200656110952629,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,19,5,INTERIOR_POST_EVENT,77.58193683519282,MODEL_NATIVE_EVENT_INDEXED_K,16.039818431497213,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,20,5,INTERIOR_POST_EVENT,89.40268108153701,MODEL_NATIVE_EVENT_INDEXED_K,16.382052513470594,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,600.0,21,5,INTERIOR_POST_EVENT,107.77927431065764,MODEL_NATIVE_EVENT_INDEXED_K,17.73143992880489,False,True
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,4,3,INTERIOR_POST_EVENT,18.914682684690003,MODEL_NATIVE_EVENT_INDEXED_K,11.833390988517078,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,6,4,INTERIOR_POST_EVENT,24.691815553413075,MODEL_NATIVE_EVENT_INDEXED_K,14.145055082529053,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,7,4,INTERIOR_POST_EVENT,30.977903897115535,MODEL_NATIVE_EVENT_INDEXED_K,14.941672685273215,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,8,4,INTERIOR_POST_EVENT,33.17990391921708,MODEL_NATIVE_EVENT_INDEXED_K,15.249172387826205,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,9,4,INTERIOR_POST_EVENT,38.150788292087455,MODEL_NATIVE_EVENT_INDEXED_K,14.520590760929759,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,10,4,INTERIOR_POST_EVENT,40.0355875934535,MODEL_NATIVE_EVENT_INDEXED_K,14.561129512826254,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,11,4,INTERIOR_POST_EVENT,41.92038689481954,MODEL_NATIVE_EVENT_INDEXED_K,15.85899546343574,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,12,4,INTERIOR_POST_EVENT,44.09020610628318,MODEL_NATIVE_EVENT_INDEXED_K,12.811708973406143,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,13,4,INTERIOR_POST_EVENT,47.46639350570406,MODEL_NATIVE_EVENT_INDEXED_K,11.96429167794276,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,15,5,INTERIOR_POST_EVENT,52.08183895673963,MODEL_NATIVE_EVENT_INDEXED_K,13.141886102413011,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,16,5,INTERIOR_POST_EVENT,65.61938756967216,MODEL_NATIVE_EVENT_INDEXED_K,13.369229743141648,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,17,5,INTERIOR_POST_EVENT,68.42896033874455,MODEL_NATIVE_EVENT_INDEXED_K,13.106740502576136,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,18,5,INTERIOR_POST_EVENT,75.53546820628966,MODEL_NATIVE_EVENT_INDEXED_K,13.190087587178867,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,19,5,INTERIOR_POST_EVENT,77.58193683519282,MODEL_NATIVE_EVENT_INDEXED_K,13.918255091490668,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,20,5,INTERIOR_POST_EVENT,89.40268108153701,MODEL_NATIVE_EVENT_INDEXED_K,14.215222306368464,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,ceramic-like,v913_zeroD_sobol_0077080,900.0,21,5,INTERIOR_POST_EVENT,107.77927431065764,MODEL_NATIVE_EVENT_INDEXED_K,15.386128185233021,False,True
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,6,5,INTERIOR_POST_EVENT,24.691815553413075,MODEL_NATIVE_EVENT_INDEXED_K,19.886256205086553,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,7,5,INTERIOR_POST_EVENT,30.977903897115535,MODEL_NATIVE_EVENT_INDEXED_K,21.006205106808004,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,8,5,INTERIOR_POST_EVENT,33.17990391921708,MODEL_NATIVE_EVENT_INDEXED_K,21.438512910944738,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,9,5,INTERIOR_POST_EVENT,38.150788292087455,MODEL_NATIVE_EVENT_INDEXED_K,20.414214242386365,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,10,5,INTERIOR_POST_EVENT,40.0355875934535,MODEL_NATIVE_EVENT_INDEXED_K,20.47120687290969,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,11,5,INTERIOR_POST_EVENT,41.92038689481954,MODEL_NATIVE_EVENT_INDEXED_K,22.29585117940395,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,12,5,INTERIOR_POST_EVENT,44.09020610628318,MODEL_NATIVE_EVENT_INDEXED_K,18.011730770773013,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,13,5,INTERIOR_POST_EVENT,47.46639350570406,MODEL_NATIVE_EVENT_INDEXED_K,16.820340937551023,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,14,5,INTERIOR_POST_EVENT,49.97566270502666,MODEL_NATIVE_EVENT_INDEXED_K,17.917744673398733,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,15,5,INTERIOR_POST_EVENT,52.08183895673963,MODEL_NATIVE_EVENT_INDEXED_K,18.472261225034174,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,16,5,INTERIOR_POST_EVENT,65.61938756967216,MODEL_NATIVE_EVENT_INDEXED_K,18.79179609692986,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,17,5,INTERIOR_POST_EVENT,68.42896033874455,MODEL_NATIVE_EVENT_INDEXED_K,18.42283974102945,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,18,5,INTERIOR_POST_EVENT,75.53546820628966,MODEL_NATIVE_EVENT_INDEXED_K,18.539980025562482,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,19,5,INTERIOR_POST_EVENT,77.58193683519282,MODEL_NATIVE_EVENT_INDEXED_K,19.56349157069432,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,20,5,INTERIOR_POST_EVENT,89.40268108153701,MODEL_NATIVE_EVENT_INDEXED_K,19.98090782797452,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1100.0,21,5,INTERIOR_POST_EVENT,107.77927431065764,MODEL_NATIVE_EVENT_INDEXED_K,21.626731780262883,False,True
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,6,5,INTERIOR_POST_EVENT,24.691815553413075,MODEL_NATIVE_EVENT_INDEXED_K,19.824112018330847,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,7,5,INTERIOR_POST_EVENT,30.977903897115535,MODEL_NATIVE_EVENT_INDEXED_K,20.940561100477836,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,8,5,INTERIOR_POST_EVENT,33.17990391921708,MODEL_NATIVE_EVENT_INDEXED_K,21.371517950695356,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,9,5,INTERIOR_POST_EVENT,38.150788292087455,MODEL_NATIVE_EVENT_INDEXED_K,20.350420196898405,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,10,5,INTERIOR_POST_EVENT,40.0355875934535,MODEL_NATIVE_EVENT_INDEXED_K,20.407234726521207,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,11,5,INTERIOR_POST_EVENT,41.92038689481954,MODEL_NATIVE_EVENT_INDEXED_K,22.226177053074636,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,12,5,INTERIOR_POST_EVENT,44.09020610628318,MODEL_NATIVE_EVENT_INDEXED_K,17.95544444222814,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,13,5,INTERIOR_POST_EVENT,47.46639350570406,MODEL_NATIVE_EVENT_INDEXED_K,16.767777681019332,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,14,5,INTERIOR_POST_EVENT,49.97566270502666,MODEL_NATIVE_EVENT_INDEXED_K,17.861752265998057,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,15,5,INTERIOR_POST_EVENT,52.08183895673963,MODEL_NATIVE_EVENT_INDEXED_K,18.41453597078994,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,16,5,INTERIOR_POST_EVENT,65.61938756967216,MODEL_NATIVE_EVENT_INDEXED_K,18.73307230671606,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,17,5,INTERIOR_POST_EVENT,68.42896033874455,MODEL_NATIVE_EVENT_INDEXED_K,18.365268928283758,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,18,5,INTERIOR_POST_EVENT,75.53546820628966,MODEL_NATIVE_EVENT_INDEXED_K,18.482043153461174,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,19,5,INTERIOR_POST_EVENT,77.58193683519282,MODEL_NATIVE_EVENT_INDEXED_K,19.502356256243033,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,20,5,INTERIOR_POST_EVENT,89.40268108153701,MODEL_NATIVE_EVENT_INDEXED_K,19.91846810085675,False,False
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,1200.0,21,5,INTERIOR_POST_EVENT,107.77927431065764,MODEL_NATIVE_EVENT_INDEXED_K,21.559148904525212,False,True
AUTONOMOUS_V913_ONE_D_DRIVER,weak-T,v913_zeroD_sobol_0129902,300.0,6,5,INTERIOR_POST_EVENT,24.691815553413075,MODEL_NATIVE_EVENT_INDEXED_K,18.500752270056314,False,False
